code,name,market
72630U,力旺國票56售04,上櫃
72631U,巨漢國票57售01,上櫃
72632U,凱崴國票57售03,上櫃
72633U,群翊國票57售02,上櫃
72634U,力旺元大56售07,上櫃
72635U,力旺凱基56售05,上櫃
726360,同致統一55購01,上櫃
72636U,力旺元富56售02,上櫃
72637U,力旺群益58售03,上櫃
72638U,譜瑞群益5C售01,上櫃
72639U,新應材凱基56售07,上櫃
726408,福裕統一55購01,上櫃
72640U,群翊凱基56售02,上櫃
72641U,新應材國泰57售03,上櫃
72642U,雙鴻元富56售05,上櫃
72643U,華景電群益56售03,上櫃
72644U,譜瑞凱基56售02,上櫃
72645U,雙鴻群益57售03,上櫃
72646U,雙鴻凱基56售06,上櫃
72647U,弘塑群益56售09,上櫃
72648U,穩懋元富56售11,上櫃
72649U,台燿元大56售15,上櫃
72650U,雙鴻群益59售01,上櫃
72651U,穩懋群益58售01,上櫃
72652U,台燿凱基56售10,上櫃
72653U,雙鴻凱基57售04,上櫃
72654U,穩懋凱基56售07,上櫃
726555,伯特光統一55購01,上櫃
72655U,台燿永豐56售05,上櫃
726560,創惟統一55購01,上櫃
726561,創惟統一57購01,上櫃
72656U,順達凱基56售05,上櫃
72657U,家登群益56售04,上櫃
72658U,台燿中信56售09,上櫃
72659U,信驊凱基57售03,上櫃
72660U,信驊凱基57售04,上櫃
726612,康全電統一55購01,上櫃
72661U,信驊國票58售04,上櫃
72662U,信驊群益59售01,上櫃
72663U,信驊元大57售02,上櫃
72664U,信驊元富57售04,上櫃
72665U,信驊永豐59售01,上櫃
72666U,富喬凱基57售03,上櫃
726676,順達統一55購01,上櫃
72667U,富喬凱基59售01,上櫃
72668U,信驊台新57售02,上櫃
72669U,威剛國票58售03,上櫃
72670U,富喬國票57售03,上櫃
72671U,東捷群益59售02,上櫃
72672U,宜鼎元富57售04,上櫃
72673U,順達元富57售02,上櫃
72674U,信驊永豐58售01,上櫃
72675U,東捷凱基59售01,上櫃
72676U,高鋒群益57售02,上櫃
72677U,光頡元富57售02,上櫃
72678U,弘塑凱基57售06,上櫃
72679U,弘塑群益57售06,上櫃
72680U,點序國票58售02,上櫃
72681U,世界凱基57售02,上櫃
72682U,弘塑國票58售03,上櫃
72683U,巨漢群益57售01,上櫃
72684U,均華群益57售02,上櫃
72685U,鉅橡群益57售03,上櫃
72686U,穩懋元富57售05,上櫃
72687U,信驊凱基57售05,上櫃
72688U,信驊凱基58售03,上櫃
72689U,信驊元大57售03,上櫃
72690U,信驊群益59售02,上櫃
72691U,信驊群益5B售03,上櫃
726924,金麗科統一5B購01,上櫃
726925,金麗科統一5B購02,上櫃
726926,金麗科統一5B購03,上櫃
726927,金麗科統一5B購04,上櫃
72692U,信驊群益61售02,上櫃
72693U,穩懋群益59售02,上櫃
72694U,信驊元富57售06,上櫃
72695U,弘塑永豐57售02,上櫃
72696U,穩懋永豐57售03,上櫃
72697U,穩懋凱基59售04,上櫃
72698U,佳邦群益57售02,上櫃
726991,富驊統一55購01,上櫃
72699U,穩懋元大57售11,上櫃
72700U,博智凱基59售03,上櫃
72701U,旺矽群益57售05,上櫃
72702U,良維凱基57售06,上櫃
72703U,家登凱基57售03,上櫃
72704U,點序群益61售01,上櫃
72705U,力旺凱基57售05,上櫃
72706U,精測元大57售02,上櫃
72707U,精測國票58售02,上櫃
72708U,精測凱基57售04,上櫃
727095,高鋒統一5A購01,上櫃
72709U,力旺群益57售03,上櫃
72710U,家登群益57售06,上櫃
72711U,中光電凱基57售04,上櫃
72712U,中光電群益57售02,上櫃
72713U,世界群益5B售01,上櫃
72714U,世界元大58售04,上櫃
72715U,點序群益58售01,上櫃
72716U,宜鼎凱基58售06,上櫃
72717U,信驊凱基58售04,上櫃
72718U,信驊凱基59售01,上櫃
72719U,信驊元大58售02,上櫃
72720U,信驊元大58售03,上櫃
72721U,信驊國票59售01,上櫃
72722U,信驊國票59售02,上櫃
72723U,信驊國票59售03,上櫃
72724U,信驊國票5B售01,上櫃
72725U,萬潤國票59售01,上櫃
72726U,擎亞國票59售01,上櫃
72727U,萬潤凱基59售02,上櫃
72728U,世界國票59售01,上櫃
72729U,精材國票59售01,上櫃
72730U,穩懋國票59售01,上櫃
72731U,精材凱基59售01,上櫃
72732U,印能國票59售02,上櫃
72733U,中探針群益62售01,上櫃
72734U,萬潤群益58售02,上櫃
72735U,世界群益5A售01,上櫃
72736U,精材群益5A售04,上櫃
72737U,雙鴻群益5A售04,上櫃
72738U,世界國票59售03,上櫃
72739U,世界國票59售04,上櫃
72740U,精測國票59售01,上櫃
72741U,精測國票59售02,上櫃
72742U,精測國票59售03,上櫃
72743U,精測國票59售04,上櫃
72744U,雙鴻元大58售13,上櫃
727459,崧騰統一56購01,上櫃
72745U,世界凱基58售04,上櫃
72746U,新應材凱基58售07,上櫃
72747U,閎康群益5A售02,上櫃
72748U,精測群益5A售02,上櫃
72749U,精測群益62售04,上櫃
72750U,均華凱基58售03,上櫃
72751U,雙鴻凱基58售03,上櫃
72752U,台燿元富58售01,上櫃
727536,力旺統一56購01,上櫃
72753U,茂迪國票59售03,上櫃
72754U,博智群益62售02,上櫃
72755U,新應材群益58售04,上櫃
72756U,博智凱基58售04,上櫃
72757U,力旺凱基58售03,上櫃
72758U,力旺凱基58售04,上櫃
72759U,茂迪凱基59售01,上櫃
72760U,力旺元富58售03,上櫃
727613,系統電統一56購01,上櫃
72761U,新應材元富58售04,上櫃
72762U,力旺國票58售04,上櫃
72763U,譜瑞國票59售02,上櫃
72764U,力旺群益58售04,上櫃
72765U,譜瑞凱基58售02,上櫃
72766U,富喬群益5A售02,上櫃
72767U,富喬永豐58售03,上櫃
72768U,鑫聯國票59售04,上櫃
72769U,穩懋元富58售03,上櫃
72770U,信驊凱基59售02,上櫃
72771U,信驊國票59售05,上櫃
72772U,穩懋群益63售01,上櫃
72773U,信驊元大59售01,上櫃
72774U,信驊永豐5A售01,上櫃
72775U,信驊元富59售02,上櫃
727760,精測統一54購01,上櫃
72776U,信驊元富59售03,上櫃
72777U,環球晶凱基59售07,上櫃
72778U,穩懋凱基59售12,上櫃
72779U,穩懋元大59售08,上櫃
72780U,旺矽凱基59售02,上櫃
72781U,系統電國票5A售01,上櫃
72782U,環球晶群益62售01,上櫃
727836,力旺統一54購01,上櫃
72783U,旺矽群益59售04,上櫃
72784U,新復興國票59售02,上櫃
72785U,旺矽富邦5A售02,上櫃
727869,泰茂統一54購01,上櫃
72786U,宜特群益59售01,上櫃
727870,鑫科統一56購01,上櫃
72787U,神盾群益59售01,上櫃
72788U,能率群益59售02,上櫃
72789U,能率群益59售03,上櫃
72790U,閎康群益63售01,上櫃
72791U,榮剛群益63售01,上櫃
72792U,台特化凱基59售04,上櫃
727930,富喬統一56購01,上櫃
72793U,宜特凱基59售01,上櫃
72794U,雙鴻凱基5A售02,上櫃
72795U,神盾群益61售01,上櫃
72796U,雙鴻群益59售04,上櫃
72797U,台特化國票5A售02,上櫃
72798U,宏觀國票5A售01,上櫃
72799U,雙鴻國票5A售01,上櫃
728002,金麗科統一56購01,上櫃
728003,金麗科統一5C購01,上櫃
728004,茂綸統一54購01,上櫃
728005,聰泰統一54購01,上櫃
72800U,信驊永豐5B售01,上櫃
72801U,世界元富59售02,上櫃
72802U,雙鴻元大59售10,上櫃
72803U,世界群益59售02,上櫃
728047,中光電統一54購01,上櫃
72804U,旺矽群益59售07,上櫃
728051,漢磊統一54購01,上櫃
72805U,雙鴻群益59售07,上櫃
72806U,雙鴻凱基59售12,上櫃
72807U,新應材國泰5A售01,上櫃
728086,能率統一58購01,上櫃
728088,鑫科統一56購02,上櫃
72808U,新應材國票5A售03,上櫃
72809U,萬泰科國票5A售02,上櫃
72810U,鑫聯國票5A售02,上櫃
72811U,台燿中信59售03,上櫃
72812U,茂迪國票5A售03,上櫃
72813U,宜鼎群益5B售03,上櫃
72814U,精測群益5B售02,上櫃
72815U,精測元富59售09,上櫃
72816U,精測元富59售10,上櫃
728171,正淩統一54購01,上櫃
728172,伯特光統一56購01,上櫃
728176,湧德統一56購01,上櫃
72817U,雙鴻台新59售03,上櫃
72818U,信驊永豐5C售01,上櫃
72819U,鑫科國票59售02,上櫃
72820U,鑫聯國票5A售03,上櫃
72821U,信驊元大59售04,上櫃
72822U,信驊元大59售05,上櫃
72823U,弘塑凱基59售05,上櫃
72824U,亞泰國票59售03,上櫃
72825U,頎邦元富59售03,上櫃
728264,元債20永豐61購01,上櫃
72826U,頎邦元富59售06,上櫃
728271,朋程統一55購01,上櫃
72827U,元太群益5B售02,上櫃
72828U,台燿群益5B售01,上櫃
72829U,宏捷科群益5C售01,上櫃
72830U,元太凱基5B售03,上櫃
72831U,台燿凱基59售05,上櫃
728323,大綜統一55購01,上櫃
728324,桓達統一55購01,上櫃
728325,健喬統一57購01,上櫃
72832U,閎康國票5A售04,上櫃
72833U,台燿元富59售04,上櫃
72834U,台燿中信59售08,上櫃
72835U,東捷群益59售03,上櫃
72836U,東捷群益5B售01,上櫃
72837U,鈊象群益59售04,上櫃
72838U,鈊象群益5B售02,上櫃
728392,中光電統一57購01,上櫃
728394,系微統一55購01,上櫃
728395,系微統一57購01,上櫃
728396,東洋統一55購01,上櫃
72839U,台燿元大59售25,上櫃
728402,英濟統一55購01,上櫃
728403,英濟統一55購02,上櫃
728404,泰茂統一55購01,上櫃
72840U,世界群益5B售04,上櫃
728411,驊訊統一55購01,上櫃
72841U,神盾群益5C售01,上櫃
728420,國債20永豐57購01,上櫃
72842U,鈊象群益63售01,上櫃
72843U,精材群益63售01,上櫃
72844U,雙鴻群益59售15,上櫃
72845U,雙鴻凱基5A售04,上櫃
72846U,鈊象凱基5A售02,上櫃
72847U,印能國票5A售04,上櫃
72848U,雙鴻群益5A售06,上櫃
72849U,印能凱基5A售04,上櫃
72850U,印能國票5A售05,上櫃
728516,系微統一5C購01,上櫃
728519,金山電統一55購01,上櫃
72851U,矽科國票5B售02,上櫃
728520,金麗科統一5C購02,上櫃
728523,意德士統一55購01,上櫃
72852U,旺矽元大5A售03,上櫃
72853U,信驊元大5A售01,上櫃
72854U,信驊永豐61售01,上櫃
72855U,信驊富邦5C售02,上櫃
72856U,頎邦凱基5A售03,上櫃
72857U,雙鴻元大5A售06,上櫃
72858U,巨漢國票5A售02,上櫃
728595,新漢統一55購01,上櫃
72859U,弘塑國票5B售02,上櫃
72860U,弘塑元大5A售03,上櫃
72861U,華電網凱基5A售01,上櫃
72862U,群聯國票5B售02,上櫃
72863U,蜜望實國票5A售03,上櫃
72864U,群聯凱基5A售03,上櫃
728657,均華統一55購01,上櫃
728658,均華統一55購02,上櫃
728660,佳邦統一55購01,上櫃
728663,神盾統一57購01,上櫃
728666,僑威統一55購01,上櫃
728667,僑威統一55購02,上櫃
728753,台特化統一55購01,上櫃
728755,立端統一57購01,上櫃
728758,艾訊統一55購01,上櫃
728764,均豪統一55購01,上櫃
728765,均豪統一55購02,上櫃
728766,均豪統一57購01,上櫃
728767,均豪統一59購01,上櫃
728768,均豪統一59購02,上櫃
728774,僑威統一57購01,上櫃
728853,湧德統一57購01,上櫃
728920,元債20元富61購01,上櫃
728963,雍智統一57購01,上櫃
728965,磐儀統一55購01,上櫃
728966,瀧澤科統一57購01,上櫃
728967,驊訊統一61購01,上櫃
729010,僑威元富57購01,上櫃
729028,力致統一57購01,上櫃
729031,欣銓統一55購01,上櫃
729069,高鋒統一55購01,上櫃
729170,M31統一59購01,上櫃
729171,M31統一61購01,上櫃
729172,M31統一61購02,上櫃
729174,世禾統一55購01,上櫃
729177,台特化統一55購02,上櫃
729178,台特化統一57購01,上櫃
729181,系微統一55購02,上櫃
729185,華星光統一59購03,上櫃
729186,華星光統一61購01,上櫃
729187,華星光統一61購02,上櫃
729313,旺矽統一59購01,上櫃
729314,神盾統一57購02,上櫃
729411,朋億*統一55購01,上櫃
729413,銳澤統一55購01,上櫃
729426,群ESG元大58購01,上櫃
729489,信驊統一56購01,上櫃
729499,國債20永豐55購01,上櫃
729528,立敦統一58購01,上櫃
729530,朋億*統一55購02,上櫃
729531,朋億*統一56購01,上櫃
729532,欣銓統一58購01,上櫃
729534,高鋒統一56購01,上櫃
729535,智擎統一58購01,上櫃
729536,聖暉*統一58購01,上櫃
729625,華星光統一56購01,上櫃
729629,萬潤統一56購01,上櫃
729701,正基統一55購01,上櫃
729711,萬潤統一58購01,上櫃
729714,騰雲統一58購01,上櫃
729791,台燿統一58購01,上櫃
729794,正基統一58購01,上櫃
729799,金益鼎統一58購01,上櫃
729803,智擎統一58購02,上櫃
729804,僑威統一5A購01,上櫃
729807,瀧澤科統一56購02,上櫃
729808,騰雲統一5A購01,上櫃
729872,友輝統一58購01,上櫃
729879,艾訊統一58購01,上櫃
729884,新復興統一58購03,上櫃
729887,廣明統一58購01,上櫃
729890,廣積統一59購01,上櫃
729895,耀勝統一58購01,上櫃
729960,友輝統一58購02,上櫃
729961,亞泰統一58購01,上櫃
729963,宜鼎統一55購01,上櫃
729964,欣銓統一58購02,上櫃
729966,昱展統一58購02,上櫃
729967,昱展統一58購03,上櫃
729971,振曜統一58購01,上櫃
729973,新漢統一58購01,上櫃
730041,金益鼎統一56購01,上櫃
730046,富喬統一58購01,上櫃
730048,新漢統一58購02,上櫃
730051,綠界*統一58購01,上櫃
730052,綠界*統一58購02,上櫃
730057,聰泰統一56購01,上櫃
730135,安勤統一58購01,上櫃
730146,訊聯統一58購02,上櫃
730152,智通*統一58購01,上櫃
730154,新漢統一57購01,上櫃
730157,綠界*統一5A購01,上櫃
730160,耀勝統一58購02,上櫃
730161,鑫科統一58購01,上櫃
730235,神準統一58購01,上櫃
730238,群聯統一58購01,上櫃
730240,精測統一58購01,上櫃
730242,廣明統一55購01,上櫃
730244,廣運統一55購01,上櫃
730307,欣銓統一54購01,上櫃
730310,威剛統一54購01,上櫃
730316,鴻呈統一54購01,上櫃
730317,鴻呈統一58購01,上櫃
730398,M31統一54購01,上櫃
730399,M31統一58購01,上櫃
730400,M31統一58購02,上櫃
730401,M31統一62購01,上櫃
730402,M31統一62購02,上櫃
730403,M31統一62購03,上櫃
730407,永信建統一55購01,上櫃
730492,昇達科統一55購01,上櫃
730493,昇達科統一5C購01,上櫃
730529,振曜永豐56購01,上櫃
730542,美琪瑪統一54購01,上櫃
730543,美琪瑪統一58購01,上櫃
730635,鈦昇統一58購01,上櫃
730636,萬潤統一58購02,上櫃
730681,百德永豐54購01,上櫃
730722,元太統一58購01,上櫃
730732,威剛統一58購01,上櫃
730733,原相統一5B購01,上櫃
730735,泰茂統一58購01,上櫃
730737,磐儀統一58購01,上櫃
730804,昇達科國票55購01,上櫃
730913,大宇資統一54購01,上櫃
730922,昇達科統一56購01,上櫃
730926,信紘科統一54購01,上櫃
731007,優群統一56購01,上櫃
731063,元債20元大59購01,上櫃
731082,大綜統一55購02,上櫃
731093,僑威統一59購01,上櫃
731095,磐儀統一57購01,上櫃
731162,兆利統一59購01,上櫃
731168,崧騰統一56購02,上櫃
731240,金麗科元富61購01,上櫃
731248,萬潤元富59購01,上櫃
731257,神準統一55購01,上櫃
731261,順達統一56購01,上櫃
731262,順達統一56購02,上櫃
731263,順達統一56購03,上櫃
731264,順達統一59購01,上櫃
731265,順達統一5B購01,上櫃
731277,元債20凱基59購01,上櫃
731332,大綜統一59購01,上櫃
731336,順達統一55購02,上櫃
731389,正淩統一55購01,上櫃
731393,神準統一55購02,上櫃
731395,博智統一55購01,上櫃
731492,亞信統一56購01,上櫃
731493,亞信統一59購01,上櫃
731495,英濟統一5B購01,上櫃
731496,振曜統一57購01,上櫃
731499,順達統一57購01,上櫃
731554,海韻電統一55購01,上櫃
731555,順達統一59購02,上櫃
731583,昇達科統一55購02,上櫃
731584,群聯統一5B購01,上櫃
731585,營邦統一55購01,上櫃
731631,海韻電群益55購01,上櫃
731670,信紘科統一59購01,上櫃
731671,茂綸統一59購01,上櫃
731730,順達統一59購03,上櫃
731751,群聯群益55購01,上櫃
731820,崧騰統一56購03,上櫃
731873,茂訊統一55購01,上櫃
731874,茂訊統一59購01,上櫃
731875,富喬統一57購01,上櫃
731877,鈊象統一59購01,上櫃
731945,千附精統一59購02,上櫃
731949,茂綸統一59購02,上櫃
732049,系統電統一59購01,上櫃
732050,信立統一59購01,上櫃
732051,高鋒統一59購01,上櫃
732053,博智統一56購01,上櫃
732054,博智統一59購01,上櫃
732055,鈊象統一57購01,上櫃
732068,金山電統一56購01,上櫃
732069,金山電統一59購01,上櫃
732070,新復興統一55購01,上櫃
732165,振曜統一56購01,上櫃
732167,精剛統一59購01,上櫃
732217,千附統一55購01,上櫃
732269,M31統一63購01,上櫃
732271,千附統一59購01,上櫃
732272,千附統一5B購01,上櫃
732275,萬泰科統一59購01,上櫃
732277,精剛統一59購02,上櫃
732332,M31統一63購02,上櫃
732333,良維統一55購01,上櫃
732334,茂訊統一57購01,上櫃
732391,天品統一56購01,上櫃
732468,神盾統一56購03,上櫃
732521,萬泰科統一56購01,上櫃
732545,晟德統一5A購01,上櫃
732585,印能統一57購01,上櫃
732586,印能統一5A購01,上櫃
732653,光焱統一5A購01,上櫃
732913,信驊元大54購01,上櫃
732921,信驊群益54購03,上櫃
732925,信驊元大54購02,上櫃
732931,鈊象凱基54購01,上櫃
732940,信驊群益54購04,上櫃
732996,新應材元富54購01,上櫃
733008,旺矽群益54購01,上櫃
733009,信驊群益54購05,上櫃
733025,華星光統一5B購02,上櫃
733056,華星光元富55購01,上櫃
733070,信驊凱基55購01,上櫃
733074,鴻呈群益55購01,上櫃
733083,宇峻統一55購01,上櫃
733084,新應材統一55購01,上櫃
733122,精剛元富55購01,上櫃
733133,振曜群益59購01,上櫃
733140,叡揚統一55購01,上櫃
733142,昇達科元大55購01,上櫃
733150,振曜群益55購01,上櫃
733155,雙鴻群益55購01,上櫃
733177,昇達科統一55購03,上櫃
733178,華星光統一59購04,上櫃
733179,萬潤統一55購01,上櫃
733183,昇達科元大55購02,上櫃
733193,元債20元富55購01,上櫃
733204,富喬元大55購01,上櫃
733215,五福元富55購01,上櫃
733222,宇峻統一55購02,上櫃
733227,雙鴻凱基55購01,上櫃
733236,富喬元大55購02,上櫃
733243,雙鴻群益57購01,上櫃
733248,宇峻統一5B購01,上櫃
733264,元債20永豐55購01,上櫃
733306,元太統一55購01,上櫃
733307,新應材統一55購02,上櫃
733308,穩懋統一55購01,上櫃
733317,富喬凱基55購01,上櫃
733332,大宇資統一5B購01,上櫃
733333,神盾統一55購01,上櫃
733334,新應材統一56購01,上櫃
733335,群聯統一55購01,上櫃
733336,德微統一55購02,上櫃
733337,營邦統一55購02,上櫃
733338,環球晶統一55購01,上櫃
733339,雙鴻統一55購01,上櫃
733356,大宇資統一55購01,上櫃
733357,宸曜統一55購01,上櫃
733358,神準統一55購03,上櫃
733359,華景電統一55購01,上櫃
733360,鈺太統一55購01,上櫃
733382,富喬永豐55購01,上櫃
733396,欣銓元富55購01,上櫃
733405,元太統一55購02,上櫃
733406,先進光統一55購01,上櫃
733407,印能統一55購01,上櫃
733408,金居統一55購01,上櫃
733409,金居統一55購02,上櫃
733410,美琪瑪統一55購01,上櫃
733411,美琪瑪統一61購01,上櫃
733412,宸曜統一55購02,上櫃
733413,華景電統一55購02,上櫃
733414,華景電統一55購03,上櫃
733415,廣運統一55購02,上櫃
733416,德微統一55購03,上櫃
733417,德微統一55購04,上櫃
733456,世禾統一55購02,上櫃
733457,台燿統一55購01,上櫃
733458,兆利統一55購02,上櫃
733459,先進光統一55購02,上櫃
733460,先進光統一5B購01,上櫃
733461,先進光統一65購01,上櫃
733462,系統電統一57購02,上櫃
733463,金居統一55購03,上櫃
733464,美琪瑪統一55購02,上櫃
733465,神盾統一57購03,上櫃
733466,博智統一55購02,上櫃
733467,新應材統一5B購01,上櫃
733468,群聯統一57購01,上櫃
733469,精材統一55購01,上櫃
733470,營邦統一58購01,上櫃
733471,營邦統一5B購01,上櫃
733476,新應材元大55購01,上櫃
733483,台特化永豐54購01,上櫃
733488,新應材永豐55購01,上櫃
733489,台特化元富54購01,上櫃
733503,良維凱基54購01,上櫃
733507,新應材凱基55購01,上櫃
733517,越峰國票55購01,上櫃
733518,錦明國票55購01,上櫃
733520,世禾統一57購01,上櫃
733522,弘塑統一55購01,上櫃
733523,旺矽統一54購02,上櫃
733524,宣德統一55購01,上櫃
733525,建榮統一55購01,上櫃
733526,美琪瑪統一55購03,上櫃
733527,海韻電統一55購02,上櫃
733528,湧德統一55購01,上櫃
733529,鈦昇統一55購01,上櫃
733530,鈦昇統一55購02,上櫃
733532,新應材統一55購03,上櫃
733533,新應材統一58購01,上櫃
733534,僑威統一56購01,上櫃
733535,精材統一55購02,上櫃
733536,廣運統一55購03,上櫃
733537,叡揚統一55購02,上櫃
733545,新應材元大55購02,上櫃
733560,大學光統一5B購01,上櫃
733562,弘塑統一55購02,上櫃
733563,弘塑統一5B購01,上櫃
733564,正基統一55購02,上櫃
733565,旺矽統一55購01,上櫃
733566,旺矽統一55購02,上櫃
733567,東捷統一55購01,上櫃
733568,波若威統一56購01,上櫃
733569,宣德統一55購02,上櫃
733570,宸曜統一56購01,上櫃
733571,海韻電統一55購03,上櫃
733572,博智統一55購03,上櫃
733573,萬潤統一55購02,上櫃
733574,群翊統一55購01,上櫃
733575,叡揚統一55購03,上櫃
733643,大學光統一55購01,上櫃
733644,正基統一55購03,上櫃
733645,系微統一55購03,上櫃
733647,南俊統一57購01,上櫃
733648,茂迪統一55購01,上櫃
733649,神準統一55購04,上櫃
733650,創惟統一55購02,上櫃
733651,創惟統一55購03,上櫃
733652,創惟統一56購01,上櫃
733653,創惟統一5B購01,上櫃
733654,創惟統一65購01,上櫃
733655,創惟統一65購02,上櫃
733656,創惟統一65購03,上櫃
733657,富喬統一56購02,上櫃
733658,富驊統一55購02,上櫃
733677,群聯兆豐55購01,上櫃
733693,台特化統一55購03,上櫃
733694,高端統一55購01,上櫃
733695,高端統一5B購01,上櫃
733696,高端統一65購01,上櫃
733698,創惟統一54購01,上櫃
733699,創惟統一55購04,上櫃
733700,創惟統一55購05,上櫃
733701,創惟統一58購01,上櫃
733702,創惟統一5C購01,上櫃
733703,群聯統一55購02,上櫃
733709,台特化元富54購02,上櫃
733711,譜瑞元富55購01,上櫃
733720,欣銓元大55購01,上櫃
733746,頎邦元富55購01,上櫃
733755,元太統一55購03,上櫃
733756,台特化統一58購01,上櫃
733757,合晶統一55購01,上櫃
733758,高端統一55購02,上櫃
733759,高端統一55購03,上櫃
733760,高端統一65購02,上櫃
733761,富喬統一55購01,上櫃
733762,晶呈統一55購01,上櫃
733763,漢磊統一55購01,上櫃
733777,富喬兆豐55購01,上櫃
733784,欣銓凱基55購01,上櫃
733798,振曜統一55購01,上櫃
733799,晶呈統一56購01,上櫃
733800,華星光統一5B購03,上櫃
733801,雍智統一55購01,上櫃
733811,元太元富55購01,上櫃
733841,世界元富55購01,上櫃
733848,天品統一55購01,上櫃
733849,印能統一57購02,上櫃
733850,均華統一57購01,上櫃
733851,建榮統一55購02,上櫃
733852,家登統一55購01,上櫃
733853,晶呈統一55購02,上櫃
733854,華景電統一55購04,上櫃
733855,萬潤統一55購03,上櫃
733856,漢磊統一55購02,上櫃
733867,台特化凱基55購01,上櫃
733884,振曜統一55購02,上櫃
733885,泰茂統一55購02,上櫃
733886,神盾統一55購02,上櫃
733887,精測統一55購01,上櫃
733888,廣運統一55購04,上櫃
733889,雙鴻統一55購02,上櫃
733956,良維統一56購01,上櫃
733957,旺矽統一56購02,上櫃
733958,新應材統一5C購01,上櫃
733959,新應材統一5C購02,上櫃
733960,擎亞統一57購01,上櫃
733981,均豪統一56購01,上櫃
733982,威剛統一56購01,上櫃
733983,富喬統一5C購01,上櫃
733984,新應材統一56購02,上櫃
733985,德微統一57購01,上櫃
733986,雙鴻統一57購01,上櫃
733991,兆利兆豐56購01,上櫃
733992,系微兆豐56購01,上櫃
733993,譜瑞兆豐56購01,上櫃
734030,台燿統一56購01,上櫃
734033,波若威統一56購02,上櫃
734041,雙鴻統一56購02,上櫃
734042,騰雲統一56購01,上櫃
734067,富喬元富56購01,上櫃
734100,中美晶統一56購01,上櫃
734101,巨有統一56購01,上櫃
734102,系統電統一56購02,上櫃
734103,擎亞統一56購01,上櫃
734134,中美晶統一56購02,上櫃
734135,巨有統一56購02,上櫃
734136,擎亞統一57購02,上櫃
734137,環球晶統一56購01,上櫃
734138,環球晶統一56購02,上櫃
734139,雙鴻統一56購03,上櫃
734145,群ESG凱基56購01,上櫃
734158,台燿元富56購01,上櫃
734160,華星光元富56購01,上櫃
734162,新應材元富56購01,上櫃
734202,力致統一57購02,上櫃
734205,台燿統一56購02,上櫃
734206,昇達科統一56購02,上櫃
734207,長聖統一56購01,上櫃
734208,信立統一56購01,上櫃
734209,華星光統一66購01,上櫃
734210,雙鴻統一56購04,上櫃
734228,中美晶兆豐56購01,上櫃
734230,高鋒兆豐56購01,上櫃
734232,威剛兆豐56購01,上櫃
734249,弘塑元大56購01,上櫃
734252,前鼎元富56購01,上櫃
734276,元太統一56購01,上櫃
734277,台特化統一56購01,上櫃
734278,台燿統一56購03,上櫃
734280,先進光統一56購03,上櫃
734281,竹陞統一56購02,上櫃
734282,竹陞統一56購03,上櫃
734283,竹陞統一56購04,上櫃
734284,竹陞統一5C購01,上櫃
734285,良維統一5A購01,上櫃
734286,晶宏統一56購01,上櫃
734287,鈦昇統一59購01,上櫃
734288,新應材統一56購03,上櫃
734289,鈺太統一56購01,上櫃
734290,廣明統一56購02,上櫃
734291,銳澤統一56購01,上櫃
734292,穩懋統一56購01,上櫃
734293,耀勝統一56購01,上櫃
734294,耀勝統一59購01,上櫃
734342,世界統一56購01,上櫃
734344,台特化統一56購02,上櫃
734345,台特化統一56購03,上櫃
734346,台特化統一57購02,上櫃
734347,弘塑統一56購01,上櫃
734348,光焱統一56購01,上櫃
734351,竹陞統一58購01,上櫃
734352,竹陞統一5C購02,上櫃
734354,南俊統一56購01,上櫃
734355,南俊統一5C購01,上櫃
734359,穩懋統一56購02,上櫃
734386,鈦昇兆豐56購01,上櫃
734408,台燿統一56購04,上櫃
734409,台燿統一56購05,上櫃
734410,光焱統一56購02,上櫃
734411,宇峻統一56購01,上櫃
734412,協易機統一56購01,上櫃
734413,昇達科統一56購03,上櫃
734414,南俊統一56購02,上櫃
734415,精材統一56購01,上櫃
734416,寶島科統一56購01,上櫃
734417,耀勝統一56購02,上櫃
734468,智通*兆豐56購01,上櫃
734505,力致統一56購01,上櫃
734506,台半統一56購01,上櫃
734507,台燿統一56購06,上櫃
734508,台燿統一5C購01,上櫃
734509,弘塑統一56購02,上櫃
734510,均豪統一56購02,上櫃
734511,宏碩統一56購01,上櫃
734512,宏碩統一56購02,上櫃
734513,系微統一56購01,上櫃
734514,協易機統一58購01,上櫃
734515,旺矽統一56購03,上櫃
734516,金居統一56購01,上櫃
734518,建榮統一56購01,上櫃
734519,建榮統一5C購01,上櫃
734520,智通*統一56購01,上櫃
734521,智通*統一5C購01,上櫃
734522,華星光統一56購02,上櫃
734523,閎康統一56購01,上櫃
734524,寶島科統一56購02,上櫃
734525,鑫科統一56購03,上櫃
734534,台燿永豐56購01,上櫃
734535,台燿永豐59購01,上櫃
734574,中光電兆豐56購01,上櫃
734605,台燿統一56購07,上櫃
734606,弘塑統一56購03,上櫃
734607,兆利統一56購01,上櫃
734608,兆利統一58購01,上櫃
734609,合晶統一56購01,上櫃
734613,宜特統一56購01,上櫃
734614,昇達科統一56購04,上櫃
734615,欣銓統一56購01,上櫃
734616,信立統一56購02,上櫃
734618,智通*統一56購02,上櫃
734619,閎康統一56購02,上櫃
734620,新漢統一56購01,上櫃
734621,擎亞統一56購02,上櫃
734628,信立元大55購01,上櫃
734639,台燿元富56購02,上櫃
